Region,Country,Country Income Level,Organization Name,Organization Type,Sectors,Description,URL,City,State/Region,Founding Year,Size,Type of Data Used,Advocacy,Advocacy Description,Product/Service,Product/Service Description,Organizational Optimization,Organizational Optimization Description,Research,Research Description,Other,Use - Other Description
North America,United States,High income,Way Better Patents,For-profit,Business -  research and consulting,Way Better Patents chronicles the latest developments in intellectual property -  innovation -  inventions and patents and the emerging innovation economy.,http://waybetterpatents.com/,Oakton,VA,2012,1 to 10,Government operations -  Geospatial -  Legal -  Demographic and social -  Science and research,FALSE,,FALSE,uses open data and proprietary analytics to deliver products and services focused on the nature and scope of invention -  why patents are important -  and the nature of 21st century innovation,FALSE,,TRUE,comprehensive custom analyses of patent data and information about inventions -  technology transfer and innovation for your business and economic development -  site selection -  business retention and recruitment -  training and workforce development -  talent alignment and retention or to keep track of inventions happening in your neck of the wood,FALSE,
North America,United States,High income,Waze,For-profit,Transportation and logistics,Waze is a community-based traffic and navigation app.,https://www.waze.com/,Mountain View,CA,2008,51 to 200,Transportation,TRUE,has a connected ctizen forum that seeks to connect citizen and the government through free data exchange,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Belgium,High income,We Open Data,For-profit,IT and geospatial, We Open Data enables Open Data uptake by helping public government opening up data and supporting private companies in integrating it with their current databases.,http://weopendata.com/,Ghent,Flanders,2015,1 to 10,Demographic and social -  Geospatial -  Environment,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,WeMakeItSafer,For-profit,Governance,WeMakeItSafer is a high-tech -  social venture that builds web applications for consumers -  manufacturers and retailers to improve communication around product safety information and recalls.,http://wemakeitsafer.com/,Oakland,California,2009,1 to 10,Consumer,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Weather AWhere,For-profit,Agriculture,aWhere delivers agricultural intelligence into the hands of farmers -  commercial growers -  and policymakers everywhere -  from decision-making on a single field to informing national policy and corporate objectives.,http://www.awhere.com/,Broomfield,Colorado,1999,11 to 50,Weather -  Agriculture,FALSE,,FALSE,,TRUE,Weather AWhere combines weather observations - forecast models and historical records from all over the world and downscales them to field level - transmitting information via SMS to help farmers better forecast and plan activities.,FALSE,,FALSE,
North America,United States,High income,Weather Channel,For-profit,Energy and climate,The Weather Channel and weather.com provide a national and local weather forecast for cities -  as well as weather radar -  report and hurricane coverage.,http://www.weather.com/,Atlanta,GA,1982,1000+,Demographic and social -  Weather -  Geospatial,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,Weather Decision Technologies,For-profit,Energy and climate,Weather Decision Technologies provides online and mobile weather forecasting -  detection -  and nowcasting to industrial sectors including insurance -  recreation -  construction -  aviation -  and energy.,http://www.wdtinc.com/,Norman,OK,1999,51 to 200,Weather,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,Weather Underground,For-profit,Energy and climate,Weather Underground supplies weather data solutions to media companies and millions of users across the globe through their mobile apps and website wunderground.com.,http://www.wunderground.com/,San Francisco,CA,1995,51 to 200,Demographic and social -  Weather -  Geospatial,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
East Asia & Pacific,Taiwan, ,WeatherRisk Explore Inc.,For-profit,Energy and climate,Weather risk is promotes value-added weather services for businesses -  media and local meteorological companies.,http://www.tenki.tw,Taipei,,2004,,Weather -  Transportation -  Agriculture,FALSE,,FALSE,,TRUE,Using open data from Google Trend or social networks - looking for relations with meteorological variables and forming marketing strategies.,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,WeatherSafe,For-profit,Energy and climate,WeatherSafe provides remote management information -  intelligence and solutions for agricultural and food supply chain stakeholders. ,http://www.weathersafe.co.uk,Didcot,England,2013,11 to 50,Weather,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
East Asia & Pacific,Australia,High income,Weatherzone,For-profit,Energy and climate,Weatherzone is one of the main providers of meteorological services in Australia.,http://www.weatherzone.com.au/,Sydney,New South Wales,1998,11 to 50,Weather,FALSE,,TRUE,app aggregates weather data from various government-funded organisations.,FALSE,,FALSE,,FALSE,
North America,United States,High income,WebLaws.org,Nonprofit,Business -  research and consulting,Weblaws.org has developed OregonLaws.org to: Increase access to the legal system by publishing accessible legal content and lowering the cost of legal research -  and create new ways to browse and learn the law.,http://oregonlaws.org, , ,2009,1 to 10,Legal,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,Webitects,For-profit,IT and geospatial,Webitects is a web design -  design research -  and software development consultancy.,http://webitects.com,Chicago,IL,1998,11 to 50,Education -  Public safety -  Legal,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,Weight Watchers,For-profit,Consumer,Weight Watchers is an international company based in the United States that offers various products and services to assist weight loss and maintenance.,http://www.weightwatchers.com/,Jericho,New York,1960,1000+,Agriculture -  Demographic and social,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Europe & Central Asia,Russian Federation,High income,WelcomeMedia,For-profit,Media and communications,WelcomeMedia develops effective online resources and business tools.,http://welcomemedia.ru/,St Petersburg,St Petersburg,2015,1 to 10,Transportation -  Geospatial,FALSE,,TRUE,App for bicyclists (http://velomesto.ru) uses open urban data.,FALSE,,FALSE,,FALSE,
North America,United States,High income,Wheaton World Wide Moving,For-profit,Transportation and logistics,Wheaton World Wide Moving is a transportation service provider that conducts corporate relocations -  interstate moves -  relocation services -  military and special moves.,http://www.wheatonworldwide.com/,Indianapolis,Indiana,1945,51 to 200,Geospatial,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Where's This From?,For-profit,Consumer,Where's This From? is an app that provides consumer information about the supply chain provenence of meat bought in UK supermarkets.,http://www.wheresthisfrom.com,London,,2013,1 to 10,Agriculture,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Which?,Nonprofit,Consumer,Which? is a not for profit consumers' association that exists to protect consumer interests and promote informed consumer choice by providing customer reviews and expert advice.,http://www.which.co.uk/,London,,1960,201 to 1000,,TRUE,Promotes open data through research.,FALSE,,FALSE,,FALSE,,FALSE,
North America,United States,High income,WhyHunger,Nonprofit,Agriculture,WhyHunger is a leading advocate for innovative -  community-based solutions to hunger and poverty.,http://www.whyhunger.org,New York,NY,1975,11 to 50,Agriculture,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Whythawk,For-profit,Governance,Whythawk delivers integrated open data consulting -  software and infrastructure development -  and capacity-building for open knowledge data services for governments -  institutions and organisations.,http://www.whythawk.com,Oxford,England,1999,1 to 10,Other,TRUE,Delivers open data consulting - publishing software and training for open knowledge projects and leading open data portals.,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Russian Federation,High income,WikiRoutes,For-profit,Transportation and logistics,WikiRoutes aims to create a community of users of public transport.,http://wikiroutes.info/,St Petersburg,St Petersburg,2009,1 to 10,Transportation -  Geospatial,FALSE,,TRUE,Uses public transport routes data.,FALSE,,FALSE,,FALSE,
East Asia & Pacific,Korea -  Rep.,High income,Wips,For-profit,Business -  research and consulting,Wips is an online global patent service that has expanded its business area into the survey-analysis-consulting of the whole knowledge property from patent to trademark and design.,http://www.wipscorp.com, , ,1999,,Legal,FALSE,,TRUE,Uses open data on patents to provide online database and other services in the realm of intellectual property.,FALSE,,FALSE,,FALSE,
East Asia & Pacific,Korea -  Rep.,High income,Wisenut,For-profit,IT and geospatial,Wisenut offers search technology based on big data that solidifies domestic markets and expands global markets. ,http://www.wisenut.com/, , ,2000,,Economic,FALSE,,FALSE,,TRUE,Collects and integrates national statistics open data in its solutions for extraction and analysis of Big Data sets.,FALSE,,FALSE,
North America,United States,High income,Wolfram Research,For-profit,IT and geospatial,Wolfram Research is a leading developer of technical computing software -  offering organization-wide computing solutions.,http://www.wolfram.com/,Champaign,Illinois,1987,201 to 1000,Other,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
North America,United States,High income,Wolters Kluwer,For-profit,Business -  research and consulting,Wolters Kluwer provides information -  software -  and services to help legal -  tax -  finance -  and healthcare professionals be more effective and efficient.,http://www.wolterskluwer.com/,Minneapolis,Minnesota,,1000+,Legal,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,
